Country,Year,Population
UK,2023,415397376
India,2004,378616722
China,2005,1425202991
Brazil,2004,719130394
Canada,2023,678325177
Germany,2002,725431787
France,2007,520649505
Japan,2022,835478083
China,2006,1293692995
Japan,2021,715246631
Japan,2002,605351072
Canada,2015,581166429
Brazil,2024,1068634850
China,1994,1073694609
UK,2001,1163644972
Australia,2015,995938953
USA,2000,1519004052
Canada,2009,1020933677
India,2011,151666661
UK,2011,57405003
Australia,2016,801370053
Australia,2009,1010769371
UK,1998,643698316
UK,2002,1400133949
USA,2020,1446686432
India,2006,1136322863
France,2004,1302904903
Japan,2010,1227268669
Australia,1996,1364447827
India,2010,951393996
USA,2012,843464060
Australia,1999,538447298
France,1991,517331559
UK,1992,299321338
USA,1991,868804891
UK,2007,494592477
India,2003,1379836081
Australia,1997,1341200155
France,2020,501808630
Canada,1991,1505333313
China,1991,954086461
UK,1996,994872555
India,1992,924505831
India,1993,283940154
Australia,2009,880236110
UK,2005,664021499
USA,2015,324049532
Brazil,2005,1354031541
China,2005,1300997107
Canada,1990,1124836178
Australia,1995,317336211
Canada,2008,1302339611
Australia,2013,1056099049
Canada,2012,1337926422
India,1992,588264158
Germany,2012,1116435730
UK,2001,332954710
USA,2007,1412389040
Germany,2013,1449747110
Canada,2008,384876325
China,2006,148060434
Australia,1990,655731883
USA,2014,246390815
USA,2003,705816824
USA,2024,1117068591
USA,2014,991138377
Australia,2002,512053575
France,2006,108392458
China,2007,370205586
UK,2012,391826851
USA,2008,412283053
Brazil,1998,344845230
Brazil,2011,31236366
China,2005,209263972
UK,2001,1439175662
France,2014,652985112
Canada,1993,1435482287
Japan,2011,738594091
China,2017,324737087
Canada,2005,151199917
France,2002,1356062907
Australia,2012,1255887336
China,1994,891713868
China,1996,582283042
France,1990,1465300782
Germany,2003,6220149
Australia,2024,390331545
USA,2005,1030024672
Australia,2024,775321388
Australia,2002,133474779
USA,2010,310857031
UK,2019,1009594263
Germany,2001,544670950
India,2017,842435243
Germany,2010,250221345
Germany,2016,624214672
Brazil,2012,1051328917
Japan,2016,1093549632
UK,2021,1456104427
UK,2019,1453995059
Australia,2012,120389979
Brazil,2006,328440114
France,2016,527716438
Australia,2005,171708893
USA,2006,1034455487
Japan,2014,218803088
Brazil,2013,1236125356
UK,2004,185386158
Australia,2012,208320962
Germany,2010,1422667477
Japan,1992,614891151
Germany,1995,1096185137
Japan,2002,755921334
USA,2010,904577201
Canada,2000,813403352
France,1999,386555534
Brazil,2017,1215419479
Canada,2019,202707198
USA,1994,112104457
Japan,2023,1163818268
India,1995,744375362
Japan,2002,1444176691
Japan,2010,877984978
Brazil,2017,1328868355
USA,2005,922690984
France,2019,172109766
Germany,1999,247945432
Japan,2005,321316303
China,2006,972263040
India,2009,1170654420
Brazil,1993,1346871235
UK,2006,944609919
China,1991,363125537
France,2015,154206705
Germany,2018,890359655
USA,1991,1274881872
Australia,2021,1433073641
UK,2017,497311574
India,2020,684139369
India,2000,1063490707
France,2007,634685106
Australia,1992,294420752
France,1994,955977954
Canada,2022,1065227463
China,2015,94816020
Australia,1995,59015383
Australia,2010,321593639
Germany,2011,458706095
China,2014,321155904
India,2002,1078816154
China,2011,24583678
UK,1991,982972224
India,1999,132283371
China,1990,925673076
Canada,2008,350585961
Brazil,1997,99994353
USA,2012,199634193
Japan,2010,754996913
China,2006,903692579
Australia,2018,1047277205
UK,2005,1277954289
India,2002,170531966
France,2013,468649642
Japan,2023,485509400
Germany,1996,38708447
Australia,2024,28372499
Germany,2018,673185271
Brazil,2005,1093892430
Brazil,2008,1076430237
Japan,2022,901112692
USA,1993,1102526409
Germany,2006,1397209796
Australia,2000,1343243833
Germany,2007,1342465068
Australia,1999,473816756
Brazil,2006,269022418
UK,2020,1024408396
Australia,2003,603684454
Germany,2020,841144573
USA,2020,298152555
Canada,1990,1135633410
China,1993,1495254348
USA,2012,1102233886
China,1991,991283874
China,2015,777252618
France,2011,112586993
Brazil,2007,566894450
UK,2018,1223194788
France,1997,264461646
France,2023,331621843
USA,1990,1100746639
Japan,2018,277129166
Australia,2020,948782089
France,1993,536547084
France,1993,770417847
Australia,2015,611186104
Canada,1990,1232399548
UK,2013,247263633
France,2022,623399263
Brazil,2019,1109586387
Canada,2022,629776950
Canada,1999,919231596
India,2000,1240896313
UK,2004,831193368
Germany,2006,1446167805
China,2007,1247875877
USA,2005,127725689
USA,2023,637812743
France,2009,511479931
China,2014,79044670
USA,1993,710365260
Brazil,2015,1315024996
Japan,2008,965169703
Japan,1998,264581525
China,2016,1479895740
Germany,2021,1414962663
France,2009,1469276217
China,2011,1363892803
China,1998,1454721734
Canada,2015,65464472
Germany,2019,988489849
India,1997,127386409
Canada,2018,163957675
Brazil,2001,901687372
Japan,1996,1080254506
USA,2016,1285986709
Germany,2006,251622696
USA,2004,488701224
Germany,2015,1340582364
Japan,2022,501709718
Canada,2001,834636048
Germany,2009,57558332
China,2008,462556225
Australia,2010,848579348
India,2015,161564737
UK,2003,685854874
France,2008,295077169
Canada,1991,900309003
France,2020,1292804153
USA,2023,1113396350
Brazil,1999,239574533
Australia,2014,443026591
Brazil,1993,702049251
Canada,1993,1417393410
Japan,2019,1019140887
Australia,2021,1320462223
India,1998,221751482
Brazil,2023,1180275672
Germany,2005,1437121951
Germany,1998,1239298853
France,2007,279088243
UK,2017,800929888
France,2016,156872942
UK,1993,1240096774
Japan,2009,817984892
Australia,1991,1339196099
France,2018,756747877
Canada,2014,1517459658
Australia,2008,201803684
Germany,2001,563950632
Australia,2005,168917973
USA,2024,174173216
France,1998,573054820
USA,1992,372370666
UK,1992,1165991057
Germany,2000,540918090
India,2018,757743708
UK,1992,1138609835
UK,1993,822849956
Canada,1996,416890484
Australia,2004,440862893
China,1994,478389806
USA,2000,638952839
Brazil,2015,545016873
Canada,2010,1336630404
France,2004,511706457
India,2011,1396430494
India,1995,202139673
Brazil,2006,622361366
Brazil,2013,374000872
Canada,2022,1242131273
Germany,2023,171193095
Australia,2000,1440345211
France,1996,927789918
Brazil,2000,708668734
France,2014,606680206
Canada,2007,1040760465
India,2019,449784987
Australia,2022,710166903
China,2006,193336956
Brazil,2013,747053174
Canada,2003,825441370
Brazil,2000,428288898
Brazil,1998,429276219
Germany,1990,230819398
Australia,2020,67835255
France,2008,381646673
Japan,2001,1093895112
Canada,2012,590038587
UK,2016,695009416
Germany,2009,813916734
Brazil,2019,286116544
Germany,1990,806365687
Japan,2022,1409595132
Germany,2009,1025668798
Japan,2008,559484707
India,2022,1043057596
USA,2001,925366695
France,2003,772506208
Australia,2018,505142340
Brazil,2014,1280523674
India,2021,853490616
USA,2006,793549129
Japan,2021,1348309210
Germany,2021,543118010
France,1999,888020342
Canada,1993,1412268437
India,2019,1041528767
India,2001,1484805511
Brazil,1993,1395059239
Germany,2021,1123073003
Germany,2002,16656391
Brazil,2007,1359659548
India,1990,570833816
USA,2011,5774469
USA,2015,597329718
Germany,2007,963137531
Brazil,2003,657622489
China,2004,1298219569
UK,2021,1478258910
Brazil,2013,1062264506
UK,2021,656412032
Canada,1993,184998417
USA,2002,1036243154
Japan,1995,1313053341
China,2020,1266067316
France,2001,1033913959
Japan,2012,33673400
Australia,2015,904316641
Canada,2006,809315655
China,2023,259120619
France,2010,450250820
UK,2021,1307772926
Australia,2008,1157301818
France,2004,715516835
China,2007,1015305354
France,2000,1068508406
France,2015,101603462
Germany,1990,1067962571
UK,2018,270631073
Japan,1995,354573786
France,2023,33020480
India,1997,70693382
USA,2023,255691406
France,1992,1167749950
India,2010,1512415355
USA,1992,1401845042
India,1997,1068155099
Japan,1999,685305954
France,2007,769924582
Canada,1997,384585181
Australia,2009,884307456
Japan,2001,864483850
Canada,1991,1147430720
USA,1993,130587937
France,2003,317892390
India,2006,118255912
Germany,2017,107905288
Japan,1997,898553070
India,2018,1076084136
France,1993,1510559153
Brazil,2015,390518042
UK,2008,1365284138
Japan,1995,743634556
Germany,2010,537488056
Brazil,1990,1249343987
Brazil,1999,201726706
France,2020,363355433
France,1994,47790778
USA,1995,1337700568
India,1994,130025801
China,2016,861290963
UK,1994,403978172
UK,1990,1389293667
Germany,2001,1289256451
Japan,1994,1207824168
France,2011,30021053
USA,2006,493111939
Japan,2009,1516321265
USA,2000,1123327283
Australia,2023,920846235
Canada,2010,792054062
Germany,2007,283598531
Canada,2018,1511315191
UK,2001,1281064384
France,2003,1482049515
Brazil,2019,1136625726
Brazil,2008,153129855
UK,2010,861104612
China,2022,788736811
UK,1991,1345206547
France,2023,1110423648
UK,2022,834671367
France,2021,571263055
France,1995,1419231063
USA,1992,728103439
Germany,1991,1412224032
China,2024,693712266
UK,2014,14582848
Germany,1991,325024621
USA,2008,767644368
Canada,2012,1168541249
UK,1993,748730941
China,2012,1247691044
UK,2001,737366528
Brazil,2020,1433333637
France,1993,306476368
Japan,1994,352874834
UK,1994,1012896056
USA,2008,1079866043
Brazil,2019,292678045
Brazil,2008,1164128614
UK,2023,1347870643
Japan,1995,1469543648
UK,1997,1451611577
Australia,2022,193313313
France,1998,1273890427
Canada,2005,1307162606
France,2008,651309041
USA,1999,656111920
UK,2010,918830170
Brazil,2017,139599746
Germany,2019,1343018547
USA,2016,433716746
Germany,2004,653616749
Japan,1992,530134166
France,2001,1313799996
Brazil,1994,1315823879
USA,2001,274820927
Germany,1991,200185193
USA,1996,315316883
Brazil,2021,511324115
USA,1995,332810631
Japan,2004,547564328
China,2014,539076700
UK,2017,365715955
UK,1993,956013239
Japan,1995,530478473
Japan,2014,1241679316
China,1993,1198260179
Japan,1998,245686636
Australia,2008,101234150
Brazil,2016,800498203
UK,1997,1072843793
UK,2001,583346438
USA,2004,712607941
Germany,1994,345199626
Japan,2005,596048221
Japan,2005,494384809
Canada,1999,118713486
China,1990,1066419076
Brazil,2022,209165643
Canada,1990,77472730
Brazil,2016,242256562
USA,2016,1389645583
Japan,2017,687515632
Canada,2009,561246985
UK,1995,977636002
Japan,2010,608913216
China,1993,16328803
China,1991,551119844
Australia,1998,1128710301
Brazil,2002,11272295
Canada,1996,690295262
India,2014,110585938
China,2021,190650306
India,2014,1326911651
Canada,1999,1001617854
France,1997,723770504
Australia,2007,456985934
Canada,2024,1328745617
Canada,2019,707680221
China,1995,26327216
France,1995,1435511404
India,2000,719970326
USA,2006,459278525
UK,1992,709968286
Canada,1995,194038562
China,2014,608159689
Brazil,2019,1354682405
India,2009,668783416
India,2021,667749661
Brazil,2014,802247149
Brazil,1998,899422757
India,2022,1173307536
Brazil,2019,200804445
France,2008,794646040
Germany,2018,927671004
China,2006,575237643
UK,2010,810338221
UK,1994,107395884
Germany,2003,116971070
Brazil,2002,337659251
France,1995,317976439
China,2008,920901584
Japan,2012,1421280006
Germany,2005,772072086
Germany,2000,361017457
India,2007,1111959694
China,2016,430312239
Germany,1995,653421124
Germany,1999,291788315
UK,2018,629540890
Japan,1992,98750717
Canada,2002,69939960
China,1992,613352556
Canada,1996,1416692862
France,2019,1246220185
India,2011,526040847
India,2002,935430817
Brazil,2005,608865029
India,2019,139681701
China,2004,305828914
Australia,2003,469001746
Japan,2005,53973991
Germany,2005,797763585
Australia,2007,940523117
USA,2013,137937557
USA,2019,645309450
Canada,1998,526059956
Australia,1997,1001148634
China,2008,521077623
France,2007,1282169356
China,2006,789521510
Brazil,2022,1363950147
France,1999,1254535593
Australia,1998,507442607
Canada,1999,526945075
USA,2007,1080573499
China,1997,1459220905
Germany,2013,563542541
USA,2010,968818816
France,1994,1166533742
India,1997,79346487
China,2008,343034620
UK,2005,676405929
USA,2002,1357754071
USA,2018,1010682339
Brazil,2014,1216189151
USA,2016,661080253
India,2014,723391233
Germany,1995,1282041194
Germany,2002,245769572
India,2015,67033700
Brazil,1997,1048084291
France,2014,988609404
Japan,2002,377308945
Germany,2006,861480637
India,2020,1446502586
France,2022,661223227
UK,2004,1132924970
Japan,2003,1306154711
Canada,2012,1494592049
Japan,1996,1019000865
India,1996,1162946292
Japan,2015,810125338
Brazil,2003,144529235
Brazil,1995,1319258699
India,1999,147821525
USA,2017,843284162
Canada,1999,1104659916
Australia,1997,1016687873
Canada,2014,6945330
Australia,1997,887062365
Germany,2006,167790709
Brazil,2023,870988247
Germany,2004,328564734
Germany,1991,110515815
USA,2003,18316684
China,2004,1302426033
Canada,1995,1350541681
Japan,2019,488426873
India,2021,1066393091
India,1991,783251992
India,2008,1055239458
UK,2007,660635998
Germany,2004,30475292
China,1995,1101576281
UK,2011,771503756
Canada,1992,1335217377
China,2016,1408334831
USA,2021,1056593510
USA,1998,342843815
France,2021,908656158
Germany,2010,639719832
Canada,1992,222706692
Brazil,1993,573288229
France,2017,1363529911
Australia,2021,873184828
France,2014,1273161478
China,2011,714243708
Brazil,2004,66740922
Germany,2001,186613147
China,2018,883654166
Germany,2009,430406794
Brazil,2017,621903899
China,2003,331973683
China,1994,34069963
China,2017,857484433
Australia,2002,669711697
China,2017,168210044
Australia,1991,1516167004
Australia,2006,975661104
USA,2003,794171739
UK,1991,1468081632
Australia,2020,84851810
France,2020,57704529
Australia,2015,135523717
France,2015,100760754
China,1995,886306335
Canada,2004,1242707596
Japan,1993,538009490
India,2009,342570401
Australia,2016,522737130
Canada,1994,459959736
Brazil,2009,398095223
Japan,1991,326854956
Japan,2019,958460060
China,2014,421699201
India,1999,743397164
China,2007,1368370173
India,1997,113816993
UK,2005,1389251686
Japan,2014,574180430
Brazil,2021,1186029448
UK,2003,720773016
Japan,2011,135481642
Canada,1995,1240427253
Australia,2020,874190939
Australia,1997,1456663236
UK,2006,806219405
Germany,2006,922096254
India,1999,1220176882
Canada,2001,1379340851
Japan,1995,583684784
Japan,2018,938837524
UK,1994,934270390
Australia,2005,311493693
China,1995,289231924
France,2003,269425468
France,2008,537777637
UK,2007,680984574
France,1995,997682059
Canada,1993,23254914
Brazil,2006,1157802233
Japan,2004,403863326
Australia,2022,1186899988
Japan,2024,676212817
Brazil,2005,1127327406
France,2023,1492283251
France,1994,105522819
China,2006,546415831
Brazil,2012,894715833
China,2007,365039874
India,1999,531398411
Canada,2016,736540205
Japan,1991,688696129
France,2008,1227055867
India,2020,788070659
USA,1990,270400201
UK,2021,1370619442
Brazil,2021,143936697
Canada,2001,173000092
China,2014,178358917
Brazil,1991,313296260
UK,2024,1458227852
Brazil,1999,870343331
India,2022,714218498
Japan,2021,1020243306
Germany,2004,39760787
UK,2015,743223704
France,1992,1010796709
Australia,2023,1278641297
Germany,2010,712935549
Australia,2018,722546976
Germany,2024,724773777
USA,2001,1064250394
France,2007,546035848
Germany,1995,1018242385
Australia,2010,581872025
USA,2006,528883531
France,2006,1417712294
Australia,2021,353265749
Brazil,2007,565755099
Brazil,2021,371268726
Australia,2010,953398227
China,2001,1187153327
Australia,1992,710495193
China,1990,536829524
Canada,1998,476735146
Japan,2016,373260374
Germany,1991,699274421
France,2003,1358274481
China,2016,150882878
Canada,2004,538239018
France,2013,1261499895
UK,1997,477770236
France,1991,121025083
China,2015,660637745
Germany,2014,1484830712
USA,2006,692235190
USA,1996,853528278
Germany,2023,942715966
Australia,2001,1298879671
Canada,1995,1429205011
Brazil,1990,1211239013
Germany,1993,531717336
Japan,2000,315253899
France,2022,456594385
France,1999,401440416
France,2003,1493522758
Australia,2018,164386481
Canada,2012,1475673576
Japan,2006,599750395
India,2010,170341948
USA,2014,1509587958
China,2012,159288911
Canada,2001,105442791
China,2007,1319350699
Japan,2019,1272644871
India,2019,507849665
China,2011,577239851
India,1999,1383098721
Brazil,2000,1087675004
France,1991,1015583187
Japan,2012,680609054
France,1997,814084756
Brazil,2024,1240586047
USA,2018,454704399
UK,2012,1323620461
Germany,2015,779493285
Canada,1996,76835750
India,2015,1309833438
Japan,2012,1238912400
Germany,2013,1433429950
Germany,2000,188610495
UK,2010,387937223
Japan,2008,104181394
USA,1995,1142878022
Brazil,2008,375706857
India,1993,793348265
France,2004,1095436646
China,2004,603112388
Australia,2001,691571439
Australia,1993,891004888
UK,2000,62554267
Japan,1995,293604814
